,200.0,210.17,220.34,230.51,240.68,250.85,261.02,271.19,281.36,291.53,301.69,311.86,322.03,332.2,342.37,352.54,362.71,372.88,383.05,393.22,403.39,413.56,423.73,433.9,444.07,454.24,464.41,474.58,484.75,494.92,505.08,515.25,525.42,535.59,545.76,555.93,566.1,576.27,586.44,596.61,606.78,616.95,627.12,637.29,647.46,657.63,667.8,677.97,688.14,698.31,708.47,718.64,728.81,738.98,749.15,759.32,769.49,779.66,789.83,800.0
200.0,218.31222189444566,215.8761451061815,213.440030463495,211.00388632204573,208.56772103749353,206.13154296549814,203.69536046171928,201.25918188181683,198.82301558145042,196.38686991627986,193.95075324196506,191.51467391416548,189.0786402885411,186.64266072075165,184.20674356645682,181.77089718131643,179.33512992099028,176.899450141138,174.46386619741955,172.02838644549445,169.59301924102266,167.15777293966383,164.7226558970777,162.2876764689242,159.8528430108629,157.41816387855368,154.98364742765625,152.54930201383038,150.11513599273587,147.68115772003242,145.24737521463246,142.81378875025788,140.3803908554406,137.94717372196496,135.5141295416151,133.08125050617556,130.64852880743052,128.21595663716448,125.78352618716154,123.35122964920627,120.91905921508295,118.48700707657584,116.05506542546931,113.6232264535477,111.19148235259539,108.75982531439662,106.3282475307358,103.89674119339723,101.46529849416528,99.03391162482421,96.60257277715851,94.17127414295233,91.74000791399011,89.3087662820562,86.87754143893481,84.4463255764104,82.01511088626734,79.58388956028983,77.15265379026228,74.72139576796906
209.49,214.40331669305914,211.97902296337395,209.55469059597544,207.1303275607772,204.70594182769332,202.28154136663758,199.85713414752388,197.43272814026625,195.00833131477825,192.58395164097408,190.15959708876736,187.73527562807217,185.31099522880223,182.8867638608716,180.462589494194,178.03848009868338,175.61444364425358,173.1904881008186,170.7666214382922,168.3428516265882,165.91918663562066,163.49563443530332,161.07220299555016,158.6489002862749,156.2257342773916,153.80271293881407,151.37984424045624,148.95713615223178,146.53459664405486,144.11223368583916,141.69005492318425,139.26806054245975,136.84624327080485,134.42459551104488,132.00310966600472,129.5817781385095,127.16059333138433,124.73954764745429,122.31863348954442,119.89784326047985,117.4771693630857,115.05660420018694,112.63614017460868,110.21576968917604,107.79548514671407,105.37527895004786,102.95514350200247,100.53507120540304,98.11505446307459,95.69508567784213,93.27515725253095,90.85526158996592,88.43539109297225,86.01553816437496,83.59569520699911,81.17585462366982,78.7560088172122,76.33615019045126,73.91627114621214,71.49636408731986
218.98,210.49439516341388,208.08188882659363,205.66934337479893,203.2567663601384,200.84416533472117,198.43154785065585,196.01892146005122,193.6062937150162,191.19367216765943,188.78106437009004,186.36847787441656,183.95592023274784,181.5433989971928,179.13092171986017,176.7184959528589,174.30612924829754,171.89382915828514,169.48160323493045,167.06945903034224,164.65740409662928,162.24544598590046,159.83359225026464,157.42185044183051,155.01022811270693,152.59873281500273,150.18737210082674,147.77615352228776,145.3650846314945,142.9541729805559,140.54342612158078,138.1328512960009,135.72244859967856,133.31221098290607,130.9021310852992,128.4922015464733,126.08241500604396,123.6727641036267,121.2632414788371,118.85383977129067,116.44455162060294,114.03536966638944,111.62628654826574,109.21729490584735,106.80838737874981,104.39955660658867,101.99079522897948,99.58209588553773,97.17345121587898,94.76485385961875,92.35629645637258,89.94777164575608,87.53927206738467,85.13079036087396,82.72231916583948,80.31385112189669,77.90537886866122,75.49689504574862,73.08839229277434,70.67986324935394,68.27130055510304
228.47,206.58545446107325,204.18473937889542,201.78398499530914,199.38319841435091,196.98238674005748,194.58155707646563,192.18071652761205,189.7798721975336,187.37903119026672,184.97820060984841,182.57738756031526,180.1765991457041,177.77584247005154,175.37512463739435,172.9744527517692,170.57383391721297,168.1732752377622,165.77278381745376,163.3723667603243,160.9720311704106,158.57178415174934,156.17163280837724,153.77158424433105,151.37164556364752,148.97182387036332,146.57212626851515,144.17255986213982,141.77313175527405,139.3738490519546,136.97471885621806,134.57574797620364,132.17693641440658,129.77827736767762,127.3797637369704,124.98138842323822,122.58314432743468,120.18502435051313,117.78702139342701,115.38912835712972,112.99133814257488,110.59364365071568,108.19603778250573,105.79851343889841,103.40106352084719,101.00368092930553,98.60635856522677,96.20908932956442,93.81186612327198,91.41468184730279,89.01752940261031,86.62040169014807,84.22329161086938,81.82619206572775,79.42909595567667,77.03199618166944,74.63488564465962,72.23775724560065,69.84060388544586,67.44341846514882,65.04619388566292
237.97,202.6764917416004,200.28757130333452,197.8986116528497,195.50961941763583,193.12060122518258,190.73156370297986,188.3425134785175,185.95345717928515,183.56440143277263,181.17535286646978,178.7863181078663,176.39730378445213,174.00831652371696,171.61936295315053,169.2304497002427,166.84158339248324,164.45277065736198,162.06401812236874,159.67533241499314,157.28672016272503,154.8981879930543,152.50974253347067,150.12139041146386,147.7331382545238,145.34499269014017,142.95696034580283,140.56904784900152,138.18126182722602,135.79360890796616,133.40609571871173,131.01872860691387,128.6315074791358,126.24442580105247,123.85747675830069,121.4706535365168,119.08394932133743,116.69735729839898,114.3108706533381,111.92448257179123,109.53818623939497,107.15197484178577,104.76584156460028,102.37977959347486,99.99378211404621,97.60784231195078,95.22195337282504,92.83610848230562,90.45030082602896,88.06452358963163,85.67876995875018,83.29303311902112,80.90730625608096,78.52158255556624,76.13585520311354,73.75011738435921,71.36436228493999,68.97858309049232,66.59277298665273,64.2069251590577,61.82103279334385
247.46,198.7675041605589,196.3903812829657,194.01321954276432,191.63602506421466,189.258803971577,186.88156238911156,184.50430644107843,182.12704225173778,179.74977594534977,177.37251364617464,174.9952614784725,172.61802556650352,170.24081203452792,167.86362700680573,165.48647660759724,163.10936696116258,160.73230419176193,158.35529442365544,155.97834378110323,153.6014583883656,151.22464436970253,148.84790784937437,146.47125495164119,144.09469180076314,141.71822452100045,139.3418592366132,136.96560207186167,134.5894591510059,132.2134365983062,129.83754053802264,127.4617768312529,125.08614528635846,122.71063965896415,120.3352534415327,117.95998012652639,115.58481320640793,113.20974617363977,110.83477252068455,108.4598857400047,106.08507932406276,103.71034676532132,101.33568155624282,98.96107718928991,96.58652715692506,94.2120249516108,91.83756406580962,89.4631379919842,87.0887402225969,84.71436425011032,82.34000356698702,79.9656516656895,77.59130203868034,75.216948178422,72.84258357737704,70.468201728008,68.0937961227774,65.71936025414783,63.34488761458178,60.9703716965417,58.59580599249028
256.95,194.858488873512,192.49316600084424,190.1278048603966,187.76241104830882,185.3969901607211,183.03154779377343,180.6660895436058,178.30062100635828,175.93514777817086,173.56967545518359,171.2042096335365,168.83875590936967,166.4733198788229,164.1079071380366,161.74252328315046,159.37717391030466,157.0118646156392,154.6466009952941,152.2813886454094,149.91623316212517,147.55114014158127,145.18611517991792,142.8211638732751,140.4562918177928,138.09150460961095,135.72680784486982,133.36220711970932,130.99770803026934,128.63331617269012,126.26903714311148,123.90487629234217,121.54083332856672,119.17690231734576,116.81307707890856,114.44935143348417,112.08571920130196,109.72217420259094,107.35871025758043,104.99532118649958,102.63200080957755,100.26874294704359,97.90554141912682,95.5423900460565,93.17928264806174,90.81621304537185,88.45317505821585,86.09016250682306,83.72716921142265,81.36418899224374,79.00121566951556,76.63824306346741,74.27526499432825,71.9122752823275,69.54926774769423,67.18623621065757,64.82317449144685,62.46007641029118,60.09693578741977,57.73374644306179,55.37050219744646
266.44,190.94944303602287,188.59592214002498,186.2423638010901,183.88877306413966,181.53515497409518,179.18151457587837,176.82785691441057,174.47418703461344,172.1205099814084,169.76683079971713,167.41315453446109,165.0594862305619,162.70583093294093,160.35219368651983,157.99857953622018,155.64499352696345,153.29144070367113,150.93792611126497,148.58445479466624,146.23103179879658,143.87766216857767,141.52435094893087,139.17110318477782,136.81792392103992,134.46481820263884,132.11179107449613,129.7588475815332,127.40599276867172,125.05323168083319,122.70056936293909,120.34801063330295,117.99555509825271,115.64319715213051,113.29093096267077,110.93875069760753,108.5866505246752,106.23462461160787,103.88266712613994,101.53077223600545,99.17893410893876,96.8271469126741,94.47540481494563,92.12370198348766,89.77203258603438,87.4203907903201,85.06877076407892,82.71716667504519,80.36557269095312,78.01398297953688,75.66239170853072,73.31079304566896,70.95918115868574,68.60755021531534,66.25589438329197,63.9042078303499,61.55248472422331,59.20071923264648,56.84890552335363,54.49703776407896,52.14511012255677
275.93,187.04036380365497,184.6986463835629,182.3568925601885,180.01510680592847,177.67329359317972,175.33145739433914,172.9896026818036,170.64773392796994,168.30585560523502,165.9639721859958,163.62208814264892,161.28020794759155,158.93833607322026,156.5964769919322,154.25463517612403,151.91281509819265,149.57102123053505,147.22925804554797,144.88753001562836,142.54584161317297,140.2041973105788,137.86260158024257,135.52105889456126,133.1795737259318,130.8381505467509,128.49679382941545,126.15550804632245,123.81429766986862,121.47316717245093,119.13212102646617,116.79116349725665,114.45029408790849,112.10950753925161,109.76879838506161,107.42816115911371,105.08759039518338,102.747080627046,100.40662638847704,98.06622221325176,95.72586263514569,93.3855421879342,91.04525540539267,88.7049968212965,86.36476096942108,84.02454238354186,81.68433559743421,79.34413514487348,77.00393555963517,74.66373137549462,72.32351712622717,69.98328734560836,67.64303656741352,65.30275932541802,62.96245015339733,60.62210358512675,58.28171415438175,55.94127639493775,53.60078484057011,51.26023402505424,48.91961848216556
