SAT_Reading,Reading_Effect,Reading Confidence Lower,Reading Confidence Upper
388.0,-19.464220823279742,-36.132014375253235,-2.79642727130625
388.5882352941176,-19.46419696058146,-36.13192323359482,-2.7964706875681067
389.1764705882353,-19.464029921357163,-36.13128525997351,-2.796774582740813
389.7647058823529,-19.46357652907877,-36.12955377329634,-2.79759928486121
390.3529411764706,-19.46269360721821,-36.12618258499305,-2.7992046294433663
390.94117647058823,-19.46123797924737,-36.12062656810022,-2.801849390394519
391.52941176470586,-19.4590664686382,-36.112342455982684,-2.8057904812937124
392.11764705882354,-19.45603589886259,-36.10078987366485,-2.811281924060328
392.70588235294116,-19.452003093392477,-36.08543260660755,-2.8185735801774072
393.29411764705884,-19.446824875699775,-36.06574011410728,-2.8279096372922723
393.88235294117646,-19.44035806925639,-36.04118929732903,-2.8395268411837478
394.47058823529414,-19.432459497534246,-36.01126653532648,-2.8536524597420154
395.05882352941177,-19.422985984005262,-35.97547000627737,-2.8705019617331544
395.6470588235294,-19.411794352141353,-35.93331231559475,-2.890276388687962
396.2352941176471,-19.398741425414435,-35.88432345759413,-2.913159393234743
396.8235294117647,-19.383684027296425,-35.82805414303596,-2.939313911556887
397.4117647058824,-19.366478981259245,-35.76407953114698,-2.9688784313715075
398.0,-19.346983110774804,-35.69200341167291,-3.0019628098767015
398.5882352941176,-19.32505323931503,-35.611462890125544,-3.038643588504513
399.1764705882353,-19.300546190351827,-35.522133637624584,-3.0789587430790704
399.7647058823529,-19.273318787357127,-35.42373577550873,-3.1229017992055255
400.3529411764706,-19.24322785380283,-35.31604047402746,-3.1704152335782005
400.94117647058823,-19.210130213160866,-35.198877353626806,-3.221383072694925
401.52941176470586,-19.17388268890315,-35.07214278612869,-3.2756225916776085
402.11764705882354,-19.134341690977433,-34.935911458938605,-3.332771923016262
402.70588235294116,-19.091361975234864,-34.7907224114459,-3.3920015390238305
403.29411764705884,-19.044797884002413,-34.63721967146007,-3.4523760965447554
403.88235294117646,-18.99450375960706,-34.476034162160616,-3.512973357053502
404.47058823529414,-18.940333944375773,-34.307774978071436,-3.572892910680107
405.05882352941177,-18.882142780635537,-34.1330210274224,-3.6312645338486735
405.6470588235294,-18.819784610713334,-33.952313062967775,-3.68725615845889
406.2352941176471,-18.753113776936136,-33.76614614726808,-3.7400814066041903
406.8235294117647,-18.681984621630917,-33.574962620360296,-3.7890066229015353
407.4117647058824,-18.606251487124656,-33.37914565706413,-3.833357317185186
408.0,-18.52576871574434,-33.17901351726712,-3.8725239142215635
408.5882352941176,-18.440390649816933,-32.97481460478285,-3.9059666948510188
409.1764705882353,-18.349971631669423,-32.766723458269965,-3.9332198050688785
409.7647058823529,-18.254366003628785,-32.55483780090273,-3.953894206354841
410.3529411764706,-18.153428108021984,-32.339176773935876,-3.967679442108091
410.94117647058823,-18.047012287176017,-32.11968047328206,-3.974344101069974
411.52941176470586,-17.934972883417856,-31.89621089836947,-3.9737348684662415
412.11764705882354,-17.817164239074465,-31.668554409911263,-3.9657740682376676
412.70588235294116,-17.693440696472837,-31.43642577918304,-3.950455613762637
413.29411764705884,-17.563656597939932,-31.199473897642484,-3.9278392982373784
413.88235294117646,-17.427666285802754,-30.957289204080098,-3.8980433675254087
414.47058823529414,-17.285324102388252,-30.70941287884362,-3.861235325932885
415.05882352941177,-17.136484390023433,-30.455347852815876,-3.8176209272309922
415.6470588235294,-16.981106561697047,-30.194744245364923,-3.7674688780291703
416.2352941176471,-16.81957031304503,-29.927942428338948,-3.711198197751113
416.8235294117647,-16.65236041036514,-29.655478807206926,-3.6492420135233576
417.4117647058824,-16.479961619955084,-29.377908961932953,-3.5820142779772173
418.0,-16.302858708112623,-29.095800033095035,-3.5099173831302117
418.5882352941176,-16.121536441135483,-28.809723733752737,-3.4333491485182286
419.1764705882353,-15.936479585321376,-28.520250023339642,-3.352709147303109
419.7647058823529,-15.748172906968078,-28.227941484406635,-3.268404329529522
420.3529411764706,-15.557101172373276,-27.933348447645642,-3.180853897100908
420.94117647058823,-15.363749147834753,-27.637004914899173,-3.090493380770331
421.52941176470586,-15.168601599650222,-27.339425333538955,-2.9977778657614866
422.11764705882354,-14.972143294117394,-27.041102278548703,-2.903184309686086
