Year,SAT_Math_z,SAT_Read_z,NGSS
2023,-0.7827594212183655,-1.8215406929155782,1072
2023,0.6085180585290795,0.05359371765756611,1092
2023,0.3944753693371648,-0.15475455018389436,1087
2023,1.464688815296738,1.0953350568648685,1146
2023,0.3944753693371648,0.6786385211819476,1098
2023,-1.7459515225819813,-3.384152701726532,1079
2023,-0.6757380766224083,0.15776785157829634,1099
2023,0.8225607477209941,0.15776785157829634,1106
2023,0.9295820923169513,1.3036833247063289,1162
2023,-0.033610009046664405,-0.5714510858668153,1127
2023,-0.24765269823857902,-0.15475455018389436,1101
2023,-0.6757380766224083,-0.9881476215497362,1070
2023,-0.3546740428345363,0.3661161194197568,1134
2023,-0.6757380766224083,-1.6131924250741176,1088
2023,0.5014967139331221,1.82455399430998,1117
2023,-0.8897807658143229,-0.3631028180253548,1070
2023,-0.9968021104102801,-0.883973487629006,1080
2023,-1.5319088333900668,-0.883973487629006,1085
2023,1.9997955382765245,2.0329022621514405,1166
2023,-0.6757380766224083,-0.46727695194608504,1109
2023,1.143624781508866,-0.883973487629006,1125
2023,0.5014967139331221,0.6786385211819476,1129
2023,1.143624781508866,0.3661161194197568,1103
2023,1.3576674707007805,0.3661161194197568,1122
2023,-0.3546740428345363,0.05359371765756611,1120
2023,2.1068168828724816,2.345424663913631,1164
2023,-0.3546740428345363,-0.46727695194608504,1109
2023,0.0734113355492929,0.15776785157829634,1090
2023,2.641923605852268,1.82455399430998,1179
2023,-0.24765269823857902,-0.2589286841046246,1084
2023,1.5717101598926952,0.2619419854990266,1120
2023,0.0734113355492929,-0.2589286841046246,1090
2023,-0.033610009046664405,-0.46727695194608504,1109
2023,0.0734113355492929,1.6162057264685197,1139
2023,-0.14063135364262172,-0.2589286841046246,1112
2023,-0.6757380766224083,-0.883973487629006,1075
2023,-0.14063135364262172,-0.2589286841046246,1080
2023,0.8225607477209941,-0.2589286841046246,1091
2023,-1.1038234550062376,-0.9881476215497362,1048
2023,0.6085180585290795,0.6786385211819476,1119
2023,0.8225607477209941,0.2619419854990266,1111
2023,2.7489449504482257,1.6162057264685197,1135
2023,-0.3546740428345363,-0.883973487629006,1105
2023,-0.9968021104102801,-0.9881476215497362,1103
2023,0.0734113355492929,0.4702902533404871,1116
2023,-0.6757380766224083,0.3661161194197568,1093
2023,-0.6757380766224083,0.05359371765756611,1130
2023,-1.8529728671779386,-0.7797993537082758,1091
2023,-0.14063135364262172,-1.0923217554704665,1114
2023,-1.5319088333900668,-1.1964958893911968,1086
2023,-1.5319088333900668,-1.6131924250741176,1106
2023,-0.46169538743049365,-1.0923217554704665,1072
2023,0.1804326801452502,0.5744643872612173,1143
2023,0.6085180585290795,1.4078574586270591,1135
2023,1.0366034369129087,0.7828126551026777,1136
2023,-0.46169538743049365,-1.404844157232657,1107
2023,0.7155394031250367,0.15776785157829634,1130
2023,-1.5319088333900668,-1.300670023311927,1061
2023,1.3576674707007805,-0.3631028180253548,1121
2023,-0.3546740428345363,-0.6756252197875455,1097
2023,-0.46169538743049365,-0.3631028180253548,1104
2023,-0.7827594212183655,-1.8215406929155782,1105
2023,1.6787315044886526,0.4702902533404871,1068
2023,0.2874540247412075,0.2619419854990266,1105
2023,1.2506461261048232,1.5120315925477894,1144
2023,-0.46169538743049365,-0.15475455018389436,1103
2023,-1.2108447996021947,-1.404844157232657,1082
2023,-0.7827594212183655,-1.300670023311927,1070
2023,1.143624781508866,0.6786385211819476,1166
2023,-0.033610009046664405,-0.3631028180253548,1089
2023,0.7155394031250367,-0.15475455018389436,1099
2023,0.1804326801452502,-1.0923217554704665,1088
2023,0.1804326801452502,0.5744643872612173,1120
2023,-0.24765269823857902,-0.7797993537082758,1094
2023,-0.24765269823857902,-0.6756252197875455,1092
2023,-0.9968021104102801,-1.0923217554704665,1080
2023,-0.24765269823857902,-0.2589286841046246,1089
2023,0.9295820923169513,0.05359371765756611,1128
2023,0.7155394031250367,0.4702902533404871,1134
2023,-0.3546740428345363,0.15776785157829634,1120
2023,-1.1038234550062376,-1.404844157232657,1101
2023,-1.317866144198152,-0.5714510858668153,1093
2023,-1.1038234550062376,-0.883973487629006,1084
2023,1.2506461261048232,1.82455399430998,1130
2023,0.5014967139331221,0.4702902533404871,1134
2023,-0.6757380766224083,-0.46727695194608504,1055
2023,0.3944753693371648,0.7828126551026777,1128
2023,-0.033610009046664405,0.2619419854990266,1081
2023,0.7155394031250367,0.2619419854990266,1142
2023,0.0734113355492929,0.15776785157829634,1117
2023,-0.46169538743049365,-0.6756252197875455,1071
2023,2.213838227468439,0.9911609229441383,1148
2023,0.3944753693371648,0.7828126551026777,1120
2023,0.1804326801452502,-0.15475455018389436,1116
2023,-0.8897807658143229,-0.05058041626316412,1126
2023,0.5014967139331221,1.4078574586270591,1118
2023,-0.3546740428345363,-1.0923217554704665,1075
2023,-0.9968021104102801,-1.717366558994848,1042
2023,0.2874540247412075,0.9911609229441383,1105
2023,0.7155394031250367,-1.6131924250741176,1073
2023,-0.14063135364262172,1.0953350568648685,1105
2023,-1.1038234550062376,-1.0923217554704665,1072
2023,-0.033610009046664405,0.05359371765756611,1074
2023,1.5717101598926952,0.6786385211819476,1126
2023,-1.2108447996021947,-0.9881476215497362,1091
2023,-0.8897807658143229,-0.883973487629006,1098
2023,0.7155394031250367,-0.6756252197875455,1076
2022,-1.2108447996021947,-1.0923217554704665,1056
2022,-1.638930177986024,-1.8215406929155782,1083
2022,-1.638930177986024,-1.717366558994848,1073
2022,0.3944753693371648,0.05359371765756611,1099
2022,-0.46169538743049365,-0.6756252197875455,1082
2022,-1.2108447996021947,-1.1964958893911968,1088
2022,0.9295820923169513,1.5120315925477894,1151
2022,-1.4248874887941094,-1.300670023311927,1083
2022,0.6085180585290795,-0.7797993537082758,1064
2022,-0.6757380766224083,0.4702902533404871,1124
2022,1.2506461261048232,0.886986789023408,1120
2022,-0.9968021104102801,0.4702902533404871,1117
2022,0.8225607477209941,1.5120315925477894,1124
2022,0.6085180585290795,0.886986789023408,1120
2022,-1.317866144198152,-1.8215406929155782,1058
2022,0.6085180585290795,0.886986789023408,1123
2022,0.5014967139331221,-0.46727695194608504,1156
2022,1.464688815296738,0.9911609229441383,1131
2022,-1.4248874887941094,-1.5090182911533874,1083
2022,-2.388079590157725,-0.7797993537082758,1063
2022,0.1804326801452502,-0.05058041626316412,1117
2022,0.8225607477209941,0.9911609229441383,1141
2022,0.2874540247412075,0.4702902533404871,1091
2022,-3.1372290023294265,-2.75910789820215,1053
2022,0.3944753693371648,0.15776785157829634,1121
2022,-0.8897807658143229,-0.9881476215497362,1074
2022,-1.5319088333900668,-0.05058041626316412,1073
2022,-0.033610009046664405,-0.05058041626316412,1100
2022,0.0734113355492929,-0.883973487629006,1091
2022,1.9997955382765245,1.1995091907855986,1125
2022,-0.24765269823857902,-0.6756252197875455,1101
2022,-1.2108447996021947,-0.6756252197875455,1040
2022,-0.9968021104102801,-1.404844157232657,1074
2022,1.0366034369129087,1.3036833247063289,1040
2022,1.2506461261048232,1.3036833247063289,1133
2022,0.1804326801452502,-0.3631028180253548,1059
2022,-0.24765269823857902,1.0953350568648685,1086
2022,0.8225607477209941,1.5120315925477894,1088
2022,-0.9968021104102801,0.05359371765756611,1059
2022,-1.317866144198152,-1.300670023311927,1072
2022,0.5014967139331221,0.15776785157829634,1108
2022,-1.4248874887941094,-1.6131924250741176,1068
2022,0.1804326801452502,-1.5090182911533874,1094
2022,-0.46169538743049365,-0.883973487629006,1091
2022,-1.7459515225819813,-1.6131924250741176,1055
2022,-0.9968021104102801,-1.5090182911533874,1024
2022,0.8225607477209941,1.4078574586270591,1136
2022,-0.9968021104102801,-0.5714510858668153,1111
2022,1.7857528490846097,2.345424663913631,1154
2022,1.6787315044886526,1.1995091907855986,1121
2022,-0.3546740428345363,-0.7797993537082758,1081
2022,0.9295820923169513,0.05359371765756611,1096
2022,0.0734113355492929,-0.883973487629006,1075
2022,1.2506461261048232,-0.05058041626316412,1106
2022,0.3944753693371648,0.2619419854990266,1105
2022,-0.6757380766224083,0.5744643872612173,1115
2022,0.2874540247412075,0.4702902533404871,1118
2022,-0.9968021104102801,-0.7797993537082758,1058
2022,0.8225607477209941,-1.5090182911533874,1058
2022,0.3944753693371648,-0.15475455018389436,1090
2022,0.7155394031250367,0.5744643872612173,1118
2022,-0.24765269823857902,-1.8215406929155782,1057
2022,-1.2108447996021947,-1.300670023311927,1043
2022,-1.4248874887941094,-1.717366558994848,1083
2022,-0.3546740428345363,-0.15475455018389436,1091
2022,-0.3546740428345363,-0.2589286841046246,1082
2022,-0.7827594212183655,-0.46727695194608504,1086
2022,-2.1740369009658105,-0.883973487629006,1041
2022,0.6085180585290795,-0.2589286841046246,1072
2022,-0.3546740428345363,-0.6756252197875455,1069
2022,-1.5319088333900668,-0.6756252197875455,1086
2022,0.5014967139331221,0.5744643872612173,1125
2022,-0.7827594212183655,-1.404844157232657,1084
2022,-1.7459515225819813,-1.1964958893911968,1064
2022,0.6085180585290795,0.7828126551026777,1138
2022,-1.2108447996021947,-1.6131924250741176,1063
2022,-0.8897807658143229,-1.8215406929155782,1058
2022,1.2506461261048232,0.4702902533404871,1118
2022,0.3944753693371648,0.2619419854990266,1111
2022,1.0366034369129087,0.15776785157829634,1107
2022,-0.24765269823857902,-0.5714510858668153,1095
2022,0.7155394031250367,1.0953350568648685,1133
2022,-1.4248874887941094,-1.404844157232657,1058
2022,-1.5319088333900668,-0.6756252197875455,1097
2022,0.6085180585290795,0.05359371765756611,1124
2022,0.9295820923169513,0.9911609229441383,1057
2022,0.3944753693371648,-0.15475455018389436,1060
2022,0.1804326801452502,-0.5714510858668153,1099
2022,-0.7827594212183655,-0.5714510858668153,1100
2022,-0.7827594212183655,-0.2589286841046246,1084
2022,0.5014967139331221,-0.6756252197875455,1075
2022,-0.3546740428345363,-1.404844157232657,1064
2022,0.1804326801452502,1.0953350568648685,1143
2022,-0.24765269823857902,-1.300670023311927,1102
2022,0.5014967139331221,0.7828126551026777,1112
2022,-1.638930177986024,-1.6131924250741176,1064
2022,-1.7459515225819813,-1.8215406929155782,1069
2022,-1.4248874887941094,-0.9881476215497362,1073
2022,0.2874540247412075,-0.05058041626316412,1123
2022,1.464688815296738,1.3036833247063289,1162
2022,-0.6757380766224083,-0.883973487629006,1099
2022,0.5014967139331221,-0.883973487629006,1121
2022,0.2874540247412075,0.7828126551026777,1129
2022,0.1804326801452502,0.886986789023408,1037
2022,0.8225607477209941,0.6786385211819476,1151
2022,1.2506461261048232,0.9911609229441383,1131
2022,-0.033610009046664405,0.05359371765756611,1087
2022,0.8225607477209941,0.7828126551026777,1109
2022,0.9295820923169513,1.6162057264685197,1103
2022,1.6787315044886526,2.0329022621514405,1158
2022,-1.317866144198152,-1.404844157232657,1062
2022,-0.3546740428345363,-1.1964958893911968,1102
2022,-0.6757380766224083,-0.5714510858668153,1097
2022,0.0734113355492929,0.05359371765756611,1104
2022,-0.8897807658143229,0.2619419854990266,1104
2022,0.0734113355492929,0.7828126551026777,1149
2022,1.0366034369129087,0.886986789023408,1130
2022,0.5014967139331221,0.4702902533404871,1106
2022,-0.24765269823857902,-1.0923217554704665,1100
2025,-1.1038234550062376,-1.0923217554704665,1100
2025,0.8225607477209941,0.2619419854990266,1112
2025,-0.8897807658143229,-0.05058041626316412,1088
2025,1.892774193680567,1.4078574586270591,1133
2025,0.2874540247412075,0.3661161194197568,1133
2025,-0.7827594212183655,-0.7797993537082758,1071
2025,-0.6757380766224083,0.2619419854990266,1094
2025,0.9295820923169513,0.15776785157829634,1116
2025,0.7155394031250367,0.6786385211819476,1088
2025,1.0366034369129087,1.0953350568648685,1117
2025,-0.14063135364262172,-0.6756252197875455,1095
2025,-0.24765269823857902,0.05359371765756611,1113
2025,-0.3546740428345363,-0.5714510858668153,1088
2025,-0.8897807658143229,-1.0923217554704665,1091
2025,-0.6757380766224083,0.15776785157829634,1121
2025,-0.6757380766224083,-0.46727695194608504,1105
2025,-1.2108447996021947,-0.7797993537082758,1071
2025,0.2874540247412075,0.5744643872612173,1102
2025,0.7155394031250367,1.4078574586270591,1103
2025,-0.8897807658143229,-1.300670023311927,1067
2025,0.5014967139331221,-0.15475455018389436,1120
2025,-0.7827594212183655,-0.3631028180253548,1109
2025,0.9295820923169513,0.886986789023408,1143
2025,0.7155394031250367,1.1995091907855986,1138
2025,1.892774193680567,1.9287281282307103,1162
2025,-0.14063135364262172,0.6786385211819476,1116
2025,-0.5687167320264509,-0.5714510858668153,1094
2025,-0.5687167320264509,1.3036833247063289,1101
2025,-1.2108447996021947,-1.6131924250741176,1087
2025,0.7155394031250367,1.3036833247063289,1153
2025,0.1804326801452502,0.3661161194197568,1119
2025,0.6085180585290795,0.15776785157829634,1094
2025,0.3944753693371648,0.886986789023408,1118
2025,-0.46169538743049365,-0.05058041626316412,1119
2025,-0.8897807658143229,-0.6756252197875455,1114
2025,-0.24765269823857902,-0.05058041626316412,1140
2025,-0.7827594212183655,-1.1964958893911968,1109
2025,0.5014967139331221,0.886986789023408,1142
2025,0.2874540247412075,0.15776785157829634,1132
2025,1.3576674707007805,1.3036833247063289,1162
2025,-0.7827594212183655,-0.15475455018389436,1110
2025,-1.1038234550062376,-0.3631028180253548,1101
2025,-0.24765269823857902,0.4702902533404871,1148
2025,-0.5687167320264509,-0.2589286841046246,1088
2025,1.7857528490846097,1.1995091907855986,1123
2025,1.9997955382765245,1.6162057264685197,1129
2025,-0.3546740428345363,-0.15475455018389436,1117
2025,-0.5687167320264509,0.15776785157829634,1118
2025,-0.46169538743049365,-0.2589286841046246,1118
2025,-2.0670155563698533,-1.9257148268363085,1089
2025,-0.6757380766224083,0.4702902533404871,1111
2025,-0.14063135364262172,1.4078574586270591,1138
2025,1.7857528490846097,1.72037986038925,1144
2025,0.3944753693371648,0.886986789023408,1140
2025,-0.7827594212183655,-0.2589286841046246,1065
2025,1.5717101598926952,2.0329022621514405,1199
2025,0.1804326801452502,1.0953350568648685,1120
2025,0.2874540247412075,0.4702902533404871,1116
2025,0.5014967139331221,0.2619419854990266,1117
2025,1.3576674707007805,1.0953350568648685,1128
2025,0.8225607477209941,0.7828126551026777,1107
2025,-0.6757380766224083,0.05359371765756611,1142
2025,-0.8897807658143229,-0.2589286841046246,1120
2025,1.892774193680567,1.5120315925477894,1142
2025,-0.24765269823857902,0.15776785157829634,1121
2025,1.9997955382765245,1.9287281282307103,1179
2025,-0.24765269823857902,0.3661161194197568,1116
2025,-0.8897807658143229,0.886986789023408,1109
2025,0.3944753693371648,1.1995091907855986,1122
2025,-0.5687167320264509,-0.2589286841046246,1107
2025,-0.5687167320264509,-0.5714510858668153,1117
2025,-0.7827594212183655,0.05359371765756611,1125
2025,1.2506461261048232,-0.05058041626316412,1132
2025,-0.5687167320264509,0.05359371765756611,1115
2025,-0.5687167320264509,-0.2589286841046246,1116
2025,-1.1038234550062376,0.05359371765756611,1096
2025,0.8225607477209941,0.15776785157829634,1127
2025,0.8225607477209941,0.5744643872612173,1116
2025,-0.7827594212183655,0.5744643872612173,1107
2025,-0.6757380766224083,-0.3631028180253548,1089
2025,1.2506461261048232,0.6786385211819476,1137
2025,-0.5687167320264509,-0.05058041626316412,1104
2025,-0.8897807658143229,0.2619419854990266,1101
2025,0.3944753693371648,-0.3631028180253548,1085
2025,-0.14063135364262172,0.2619419854990266,1125
2025,0.5014967139331221,0.6786385211819476,1110
2025,0.5014967139331221,0.886986789023408,1116
2025,-0.3546740428345363,0.15776785157829634,1113
2025,-0.46169538743049365,-0.2589286841046246,1087
2025,0.0734113355492929,-0.2589286841046246,1108
2025,-0.5687167320264509,-0.7797993537082758,1093
2025,0.6085180585290795,1.9287281282307103,1148
2025,-0.6757380766224083,-0.2589286841046246,1125
2025,-0.3546740428345363,-0.05058041626316412,1108
2025,-1.1038234550062376,-0.9881476215497362,1096
2025,0.6085180585290795,0.05359371765756611,1114
2025,0.7155394031250367,1.3036833247063289,1139
2025,-0.24765269823857902,-0.3631028180253548,1086
2025,-0.8897807658143229,-0.7797993537082758,1097
2025,-0.14063135364262172,0.6786385211819476,1133
2025,-0.8897807658143229,-0.5714510858668153,1112
2025,-1.5319088333900668,-1.6131924250741176,1056
2025,-0.46169538743049365,-0.883973487629006,1070
2025,0.7155394031250367,0.6786385211819476,1127
2025,1.2506461261048232,0.9911609229441383,1167
2025,-0.5687167320264509,-0.2589286841046246,1121
2025,0.2874540247412075,1.3036833247063289,1172
2025,-0.8897807658143229,0.6786385211819476,1137
2025,-1.7459515225819813,-2.134063094677769,1083
2025,-0.6757380766224083,-0.883973487629006,1093
2025,0.0734113355492929,-0.15475455018389436,1116
2025,0.5014967139331221,0.886986789023408,1137
2025,0.3944753693371648,0.9911609229441383,1124
2025,1.0366034369129087,0.3661161194197568,1119
2025,-0.46169538743049365,-0.5714510858668153,1105
2025,-0.5687167320264509,-0.46727695194608504,1101
