SAT_Math,Math_Effect,Math Confidence Lower,Math Confidence Upper
374.0,-11.83797879106009,-22.533546852850435,-1.142410729269745
374.46605504587154,-11.72530460888394,-22.232447223580184,-1.218161994187696
374.93211009174314,-11.61352552663326,-21.93584293683399,-1.2912081164325322
375.3981651376147,-11.502641434442978,-21.643871234474293,-1.3614116344116631
375.8642201834862,-11.392652222448017,-21.356662859431573,-1.4286415854644599
376.3302752293578,-11.283557780783275,-21.07434124860244,-1.4927743129641087
376.79633027522937,-11.175357999583696,-20.797021693603085,-1.5536943055643047
377.2623853211009,-11.068052768984185,-20.524810476004745,-1.611295061963622
377.72844036697245,-10.961641979119669,-20.257803985343322,-1.665479972896014
378.19449541284405,-10.856125520125046,-19.99608782993044,-1.7161632103196531
378.6605504587156,-10.75150328213527,-19.739735952252854,-1.7632706120176849
379.12660550458713,-10.64777515528524,-19.48880976246629,-1.806740548104191
379.59266055045873,-10.544941029709868,-19.24335730510185,-1.8465247543178869
380.0587155963303,-10.44300079554409,-19.00341247552429,-1.882589115563892
380.5247706422018,-10.341954342922827,-18.768994303832223,-1.914914382013432
380.9908256880734,-10.24180156198097,-18.540106324686175,-1.943496799275767
381.45688073394496,-10.142542342853476,-18.31673605191293,-1.9683486337940224
381.9229357798165,-10.044176575675245,-18.098854576598775,-1.989498574751714
382.3889908256881,-9.946704150581185,-17.886416306705172,-2.0069919944572003
382.85504587155964,-9.85012495770624,-17.679358864990768,-2.0208910504217146
383.3211009174312,-9.754438887185323,-17.477603160215114,-2.0312746141555307
383.7871559633028,-9.659645829153332,-17.28105364426963,-2.0382380140370353
384.2532110091743,-9.565745673745218,-17.089598765103567,-2.0418925823868683
384.71926605504586,-9.472738311095876,-16.90311162219382,-2.0423649999979308
385.1853211009174,-9.380623631340242,-16.721450827981936,-2.039796434698548
385.651376146789,-9.289401524613213,-16.54446157532074,-2.0343414739056884
386.11743119266055,-9.199071881049735,-16.371976907706486,-2.026166854392982
386.5834862385321,-9.109634590784713,-16.20381918608183,-2.0154499954875975
387.0495412844037,-9.021089543953064,-16.039801743439636,-2.002377344466492
387.51559633027523,-8.933436630689716,-15.879730716468044,-1.9871425449113875
387.9816513761468,-8.846675741129586,-15.723407042158678,-1.9699444401004929
388.44770642201837,-8.760806765407581,-15.570628606718266,-1.9509849240968977
388.9137614678899,-8.67582959365864,-15.421192534302326,-1.930466653014955
389.37981651376145,-8.591744002978308,-15.274912223788647,-1.9085757821679676
389.84587155963305,-8.508549230848152,-15.131676319287104,-1.8854221424091993
390.3119266055046,-8.426244353911537,-14.991403088998005,-1.8610856188250677
390.77798165137614,-8.344828448784197,-14.854018847999457,-1.8356380495689368
391.2440366972477,-8.264300592081876,-14.719456535284753,-1.8091446488789975
391.7100917431193,-8.184659860420304,-14.587654318259446,-1.7816654025811607
392.1761467889908,-8.105905330415247,-14.458554233927618,-1.7532564269028752
392.64220183486236,-8.028036078682444,-14.332100879154957,-1.7239712782099295
393.10825688073396,-7.951051181837623,-14.208240162031228,-1.6938622016440181
393.5743119266055,-7.874949716496546,-14.086918125961159,-1.6629813070319317
394.04036697247705,-7.799730759274952,-13.968079857669686,-1.6313816608802165
394.50642201834864,-7.725393386788569,-13.851668489795276,-1.5991182837818618
394.9724770642202,-7.6519366756531655,-13.737624308148655,-1.5662490431576757
395.4385321100917,-7.579359702484472,-13.625883973026477,-1.5328354319424662
395.9045871559633,-7.5076615438982275,-13.51637986319199,-1.4989432246044654
396.37064220183487,-7.43684127651019,-13.409039550274803,-1.4646430027455768
396.8366972477064,-7.3668979769360945,-13.303785410420158,-1.4300105434520312
397.302752293578,-7.2978307217916765,-13.20053437906093,-1.3951270645224225
397.76880733944955,-7.2296385876926985,-13.099197853728114,-1.3600793216572837
398.2348623853211,-7.162320651254893,-12.999681748899638,-1.3249595536101477
398.70091743119264,-7.095875989094006,-12.901886706060026,-1.2898652721279875
399.16697247706423,-7.0303036778257715,-12.805708461451605,-1.254898894199937
399.6330275229358,-6.965602794065949,-12.711038373493084,-1.2201672146388134
400.0990825688073,-6.901772414430275,-12.617764111567926,-1.1857807172926256
400.5651376146789,-6.838811615534487,-12.525770507887913,-1.1518527231810625
401.03119266055046,-6.7767194739943415,-12.434940574450797,-1.1184983735378857
401.497247706422,-6.715495066425577,-12.345156687764574,-1.08583344508658
401.9633027522936,-6.655137469443926,-12.256301945022724,-1.0539729938651279
402.42935779816514,-6.595645759665152,-12.168261696790989,-1.023029822539315
402.8954128440367,-6.537019013704988,-12.080925263000656,-0.9931127644093198
403.3614678899083,-6.479256308179172,-11.994187841114329,-0.9643247752440169
403.8275229357798,-6.42235671970346,-11.907952617694365,-0.9367608217125554
404.29357798165137,-6.3663199891738325,-11.822148630166147,-0.9104913481815169
404.7596330275229,-6.311149649886759,-11.736806248402996,-0.8854930513705215
405.2256880733945,-6.256850578854617,-11.651999874057879,-0.8617012836513558
405.69174311926605,-6.203427654664397,-11.567813966179532,-0.8390413431492627
406.1577981651376,-6.150885755903064,-11.484340232776749,-0.8174312790293792
406.6238532110092,-6.099229761157588,-11.401674988029464,-0.7967845342857114
407.08990825688073,-6.0484645490149545,-11.319916638100082,-0.7770124599298276
407.5559633027523,-5.998594998062132,-11.239163297586625,-0.7580266985376385
408.0220183486239,-5.949625986886089,-11.159510541179937,-0.7397414325922389
408.4880733944954,-5.90156239407381,-11.081049297601052,-0.722075490546568
408.95412844036696,-5.854409098212265,-11.003863895259563,-0.7049543011649675
409.42018348623856,-5.808170977888424,-10.92803027115902,-0.688311684617827
