DRG,DRG_Effect,DRG Confidence Lower,DRG Confidence Upper
0.0,50.103588037639966,48.4004768984752,51.806699176804734
0.01651376146788991,50.103588037639966,48.4004768984752,51.806699176804734
0.03302752293577982,50.103588037639966,48.4004768984752,51.806699176804734
0.04954128440366973,50.103588037639966,48.4004768984752,51.806699176804734
0.06605504587155964,50.103588037639966,48.4004768984752,51.806699176804734
0.08256880733944955,50.103588037639966,48.4004768984752,51.806699176804734
0.09908256880733946,50.103588037639966,48.4004768984752,51.806699176804734
0.11559633027522936,50.103588037639966,48.4004768984752,51.806699176804734
0.13211009174311927,50.103588037639966,48.4004768984752,51.806699176804734
0.14862385321100918,50.103588037639966,48.4004768984752,51.806699176804734
0.1651376146788991,50.103588037639966,48.4004768984752,51.806699176804734
0.181651376146789,50.103588037639966,48.4004768984752,51.806699176804734
0.1981651376146789,50.103588037639966,48.4004768984752,51.806699176804734
0.21467889908256882,50.103588037639966,48.4004768984752,51.806699176804734
0.23119266055045873,50.103588037639966,48.4004768984752,51.806699176804734
0.24770642201834864,50.103588037639966,48.4004768984752,51.806699176804734
0.26422018348623855,50.103588037639966,48.4004768984752,51.806699176804734
0.28073394495412846,50.103588037639966,48.4004768984752,51.806699176804734
0.29724770642201837,50.103588037639966,48.4004768984752,51.806699176804734
0.3137614678899083,50.103588037639966,48.4004768984752,51.806699176804734
0.3302752293577982,50.103588037639966,48.4004768984752,51.806699176804734
0.3467889908256881,50.103588037639966,48.4004768984752,51.806699176804734
0.363302752293578,50.103588037639966,48.4004768984752,51.806699176804734
0.3798165137614679,50.103588037639966,48.4004768984752,51.806699176804734
0.3963302752293578,50.103588037639966,48.4004768984752,51.806699176804734
0.41284403669724773,50.103588037639966,48.4004768984752,51.806699176804734
0.42935779816513764,50.103588037639966,48.4004768984752,51.806699176804734
0.44587155963302755,50.103588037639966,48.4004768984752,51.806699176804734
0.46238532110091746,50.103588037639966,48.4004768984752,51.806699176804734
0.47889908256880737,50.103588037639966,48.4004768984752,51.806699176804734
0.4954128440366973,50.103588037639966,48.4004768984752,51.806699176804734
0.5119266055045872,50.103588037639966,48.4004768984752,51.806699176804734
0.5284403669724771,50.103588037639966,48.4004768984752,51.806699176804734
0.544954128440367,50.103588037639966,48.4004768984752,51.806699176804734
0.5614678899082569,50.103588037639966,48.4004768984752,51.806699176804734
0.5779816513761469,50.103588037639966,48.4004768984752,51.806699176804734
0.5944954128440367,50.103588037639966,48.4004768984752,51.806699176804734
0.6110091743119266,50.103588037639966,48.4004768984752,51.806699176804734
0.6275229357798165,50.103588037639966,48.4004768984752,51.806699176804734
0.6440366972477065,50.103588037639966,48.4004768984752,51.806699176804734
